"","X","accessRights","adm1","adm2","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","created","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","footprintWKT","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","lithostratigraphicTerms","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"13134",13485,"http://www.vertnet.org/resources/norms.html","Wyoming","Sublette County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"1548","Mammalia",359,"Green River, Daniel area, Wyoming, Sublette County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,5437,"United States",NA,NA,"f36b26ac-97d1-40f6-a9a0-484defff98e7",NA,"1971-02-12T00:00:00.000+0000",12,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,NA,NA,43,NA,"1971-02-12T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",897116750,"Lynx","Lynx",2435239,"WGS84",NA,"James M. Maley","2012-10-03 00:00:00.0","GeoLocate",NA,"GeoLocate","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Felidae;","North America, United States, Wyoming, Sublette County",NA,NA,NA,NA,"A",NA,NA,"legacy","Doug Crow","http://arctos.database.museum/guid/UWYMV:Mamm:1548?seid=1868446",1,NA,NA,"UWYMV",NA,NA,NA,"US",897116750,"Animalia",1,"en","2016-08-09T08:23:35.061+0000","2016-08-09T08:26:34.198+0000","2016-08-09T08:23:35.071+0000",42.87445,NA,NA,NA,NA,NA,NA,NA,NA,"Green River, Daniel area","James M. Maley",NA,NA,-110.06651,NA,NA,2,NA,"ICZN","http://arctos.database.museum/guid/UWYMV:Mamm:1548?seid=1868446",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UWYMV:Mamm:1548","collector number=154",NA,NA,"Chordata",44,"skull","<i>Lynx rufus</i> (accepted ID) identified by Doug Crow on 1971-02-12; method: legacy","DWC_ARCHIVE","US","50576fe5-7883-495d-9089-b5dcf5e56098","Collector(s): Doug Crow","154","http://arctos.database.museum/guid/UWYMV:Mamm:1548",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx rufus (Schreber, 1777)",NA,"FEMALE",NA,"Lynx rufus",2435246,"rufus",NA,NA,2435246,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"1971-02-12","Green River, 3 miles NW Daniel",NA,NA,NA,1971,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"13157",13508,"http://www.vertnet.org/resources/norms.html","Wyoming","Lincoln County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"1587","Mammalia",359,"South Lake Canyon, Wyoming, Lincoln County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,1506,"United States",NA,NA,"f36b26ac-97d1-40f6-a9a0-484defff98e7",NA,"1971-02-16T00:00:00.000+0000",16,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,NA,NA,47,NA,"1971-02-16T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",897116794,"Lynx","Lynx",2435239,"WGS84",NA,"James M. Maley","2012-10-02 00:00:00.0","GeoLocate",NA,"GeoLocate","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Felidae;","North America, United States, Wyoming, Lincoln County",NA,NA,NA,NA,"A",NA,NA,"legacy","Doug Crow","http://arctos.database.museum/guid/UWYMV:Mamm:1587?seid=1867841",1,NA,NA,"UWYMV",NA,NA,NA,"US",897116794,"Animalia",1,"en","2016-08-09T08:23:35.107+0000","2016-08-09T08:26:34.320+0000","2016-08-09T08:23:35.131+0000",41.91722,NA,NA,NA,NA,NA,NA,NA,NA,"South Lake Canyon","James M. Maley",NA,NA,-111.02528,NA,NA,2,NA,"ICZN","http://arctos.database.museum/guid/UWYMV:Mamm:1587?seid=1867841",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UWYMV:Mamm:1587","collector number=198",NA,NA,"Chordata",44,"skull","<i>Lynx rufus</i> (accepted ID) identified by Doug Crow on 1971-02-16; method: legacy","DWC_ARCHIVE","US","50576fe5-7883-495d-9089-b5dcf5e56098","Collector(s): Doug Crow","198","http://arctos.database.museum/guid/UWYMV:Mamm:1587",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx rufus (Schreber, 1777)",NA,"MALE",NA,"Lynx rufus",2435246,"rufus",NA,NA,2435246,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"1971-02-16","South Lake Canyon, 20 miles Cokeville",NA,NA,NA,1971,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"13176",13527,"http://www.vertnet.org/resources/norms.html","Wyoming","Weston County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"1578","Mammalia",359,"N of Upton, Wyoming, Weston County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,2245,"United States",NA,NA,"f36b26ac-97d1-40f6-a9a0-484defff98e7",NA,"1971-03-10T00:00:00.000+0000",10,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,NA,NA,69,NA,"1971-03-10T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",897116785,"Lynx","Lynx",2435239,"WGS84",NA,"James M. Maley","2012-10-05 00:00:00.0","GeoLocate",NA,"GeoLocate","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Felidae;","North America, United States, Wyoming, Weston County",NA,NA,NA,NA,"A",NA,NA,"legacy","Doug Crow","http://arctos.database.museum/guid/UWYMV:Mamm:1578?seid=1877370",1,NA,NA,"UWYMV",NA,NA,NA,"US",897116785,"Animalia",1,"en","2016-08-09T08:23:35.117+0000","2016-08-09T08:26:34.357+0000","2016-08-09T08:23:35.138+0000",44.12511,NA,NA,NA,NA,NA,NA,NA,NA,"N of Upton","James M. Maley",NA,NA,-104.6275,NA,NA,3,NA,"ICZN","http://arctos.database.museum/guid/UWYMV:Mamm:1578?seid=1877370",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UWYMV:Mamm:1578","collector number=176",NA,NA,"Chordata",44,"skull","<i>Lynx rufus</i> (accepted ID) identified by Doug Crow on 1971-03-10; method: legacy","DWC_ARCHIVE","US","50576fe5-7883-495d-9089-b5dcf5e56098","Collector(s): Doug Crow","176","http://arctos.database.museum/guid/UWYMV:Mamm:1578",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx rufus (Schreber, 1777)",NA,"FEMALE",NA,"Lynx rufus",2435246,"rufus",NA,NA,2435246,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"1971-03-10","N of Upton",NA,NA,NA,1971,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"13182",13533,"http://www.vertnet.org/resources/norms.html","Wyoming","Carbon County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"1476","Mammalia",359,"5 miles SW Saratoga, Wyoming, Carbon County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,6763,"United States",NA,NA,"f36b26ac-97d1-40f6-a9a0-484defff98e7",NA,"1971-03-07T00:00:00.000+0000",7,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,NA,NA,66,NA,"1971-03-07T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",897116671,"Lynx","Lynx",2435239,"WGS84",NA,"James M. Maley","2012-09-27 00:00:00.0","GeoLocate",NA,"GeoLocate","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Felidae;","North America, United States, Wyoming, Carbon County",NA,NA,NA,NA,"A",NA,NA,"legacy","Doug Crow","http://arctos.database.museum/guid/UWYMV:Mamm:1476?seid=1867179",1,NA,NA,"UWYMV",NA,NA,NA,"US",897116671,"Animalia",1,"en","2016-08-09T08:23:34.984+0000","2016-08-09T08:26:34.115+0000","2016-08-09T08:23:34.994+0000",41.40375,NA,NA,NA,NA,NA,NA,NA,NA,"5 miles SW Saratoga","James M. Maley",NA,NA,-106.87419,NA,NA,3,NA,"ICZN","http://arctos.database.museum/guid/UWYMV:Mamm:1476?seid=1867179",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UWYMV:Mamm:1476","collector number=62",NA,NA,"Chordata",44,"skull","<i>Lynx rufus</i> (accepted ID) identified by Doug Crow on 1971-03-07; method: legacy","DWC_ARCHIVE","US","50576fe5-7883-495d-9089-b5dcf5e56098","Collector(s): Doug Crow","62","http://arctos.database.museum/guid/UWYMV:Mamm:1476",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx rufus (Schreber, 1777)",NA,"MALE",NA,"Lynx rufus",2435246,"rufus",NA,NA,2435246,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"1971-03-07","Carbon Co. between Calf and Teddy Cr. On Willford Ranch SW Saratoga",NA,NA,NA,1971,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"13195",13547,"http://www.vertnet.org/resources/norms.html","Wyoming","Natrona County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"1486","Mammalia",359,"Independence Rock, Wyoming, Natrona County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,1807,"United States",NA,NA,"f36b26ac-97d1-40f6-a9a0-484defff98e7",NA,"1971-03-12T00:00:00.000+0000",12,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,NA,NA,71,NA,"1971-03-12T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",897116682,"Lynx","Lynx",2435239,"WGS84",NA,"James M. Maley","2012-10-02 00:00:00.0","GeoLocate",NA,"GeoLocate","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Felidae;","North America, United States, Wyoming, Natrona County",NA,NA,NA,NA,"A",NA,NA,"legacy","Doug Crow","http://arctos.database.museum/guid/UWYMV:Mamm:1486?seid=1867834",1,NA,NA,"UWYMV",NA,NA,NA,"US",897116682,"Animalia",1,"en","2016-08-09T08:23:34.973+0000","2016-08-09T08:26:34.090+0000","2016-08-09T08:23:34.984+0000",42.49417,NA,NA,NA,NA,NA,NA,NA,NA,"Independence Rock","James M. Maley",NA,NA,-107.13194,NA,NA,3,NA,"ICZN","http://arctos.database.museum/guid/UWYMV:Mamm:1486?seid=1867834",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UWYMV:Mamm:1486","collector number=72",NA,NA,"Chordata",44,"skull","<i>Lynx rufus</i> (accepted ID) identified by Doug Crow on 1971-03-12; method: legacy","DWC_ARCHIVE","US","50576fe5-7883-495d-9089-b5dcf5e56098","Collector(s): Doug Crow","72","http://arctos.database.museum/guid/UWYMV:Mamm:1486",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx rufus (Schreber, 1777)",NA,"MALE",NA,"Lynx rufus",2435246,"rufus",NA,NA,2435246,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"1971-03-12","Independence Rocks",NA,NA,NA,1971,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"13212",13564,"http://www.vertnet.org/resources/norms.html","California","Tuolumne County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"140638","Mammalia",359,"Wet Gulch, T2W R15E, in NE corner of the #6 Quadrangle, 2 mi N, 1.5 mi E of Columbia, California, Tuolumne County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,457.2,"United States",NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",4,NA,NA,NA,"sex=unknown",NA,NA,NA,NA,NA,NA,NA,94,NA,"1971-04-04T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",1145710598,"Lynx","Lynx",2435239,"WGS84",NA,"Matt Krebs","1999-06-02 00:00:00.0","not recorded",NA,"TopoScout 2.04 USGS 1:100000","unverified",NA,"Animalia Chordata Mammalia Carnivora Felidae","North America, United States, California, Tuolumne County",NA,NA,NA,NA,"A",NA,NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:140638?seid=539353",1,NA,"californicus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145710598,"Animalia",1,"en","2016-08-09T09:38:03.419+0000","2016-08-09T09:38:54.530+0000","2016-08-09T09:38:03.709+0000",38.0621114968983,NA,NA,NA,NA,NA,NA,NA,NA,"""Wet Gulch"", T2W R15E, in NE corner of the #6 Quadrangle, 2 mi N, 1.5 mi E of Columbia","Matt Krebs",NA,NA,-120.375884691995,NA,NA,4,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:140638?seid=539353",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:140638",NA,NA,NA,"Chordata",44,"skull; study skin","<i>Lynx rufus californicus</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): R. Eric Lombard",NA,"http://arctos.database.museum/guid/MVZ:Mamm:140638",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Lynx rufus subsp. californicus Mearns, 1897",NA,NA,NA,"Lynx rufus",2435246,"rufus",NA,NA,6164672,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"4 Apr 1971","""Wet Gulch"", T2W R15E, in NE Corner of the #6 Quadrangle, 2 mi N, 1.5 mi E of Columbia",NA,NA,NA,1971,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"13243",13595,"http://www.vertnet.org/resources/norms.html","Wyoming","Weston County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"1488","Mammalia",359,"Weston County, Wyoming, Weston County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,53606,"United States",NA,NA,"f36b26ac-97d1-40f6-a9a0-484defff98e7",NA,"1971-09-01T00:00:00.000+0000",1,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,NA,NA,244,NA,"1971-09-01T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",897116684,"Lynx","Lynx",2435239,"WGS84",NA,"James M. Maley","2012-10-05 00:00:00.0","GeoLocate",NA,"GeoLocate","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Felidae;","North America, United States, Wyoming, Weston County",NA,NA,NA,NA,"A",NA,NA,"legacy","Doug Crow","http://arctos.database.museum/guid/UWYMV:Mamm:1488?seid=1877386",1,NA,NA,"UWYMV",NA,NA,NA,"US",897116684,"Animalia",1,"en","2016-08-09T08:23:34.982+0000","2016-08-09T08:26:34.103+0000","2016-08-09T08:23:34.993+0000",43.85,NA,NA,NA,NA,NA,NA,NA,NA,"Weston County","James M. Maley",NA,NA,-104.56667,NA,NA,9,NA,"ICZN","http://arctos.database.museum/guid/UWYMV:Mamm:1488?seid=1877386",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UWYMV:Mamm:1488","collector number=74",NA,NA,"Chordata",44,"skull","<i>Lynx rufus</i> (accepted ID) identified by Doug Crow on 1971-09-01; method: legacy","DWC_ARCHIVE","US","50576fe5-7883-495d-9089-b5dcf5e56098","Collector(s): Doug Crow","74","http://arctos.database.museum/guid/UWYMV:Mamm:1488",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx rufus (Schreber, 1777)",NA,"FEMALE",NA,"Lynx rufus",2435246,"rufus",NA,NA,2435246,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"1971-09-01","Weston County",NA,NA,NA,1971,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"13246",13598,"http://www.vertnet.org/resources/norms.html","Wyoming","Laramie County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"1487","Mammalia",359,"Laramie County, Wyoming, Laramie County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,68548,"United States",NA,NA,"f36b26ac-97d1-40f6-a9a0-484defff98e7",NA,"1971-09-01T00:00:00.000+0000",1,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,NA,NA,244,NA,"1971-09-01T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",897116683,"Lynx","Lynx",2435239,"WGS84",NA,"James M. Maley","2012-10-01 00:00:00.0","GeoLocate",NA,"GeoLocate","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Felidae;","North America, United States, Wyoming, Laramie County",NA,NA,NA,NA,"A",NA,NA,"legacy","Doug Crow","http://arctos.database.museum/guid/UWYMV:Mamm:1487?seid=1867721",1,NA,NA,"UWYMV",NA,NA,NA,"US",897116683,"Animalia",1,"en","2016-08-09T08:23:34.988+0000","2016-08-09T08:26:34.126+0000","2016-08-09T08:23:34.999+0000",41.35,NA,NA,NA,NA,NA,NA,NA,NA,"Laramie County","James M. Maley",NA,NA,-104.66667,NA,NA,9,NA,"ICZN","http://arctos.database.museum/guid/UWYMV:Mamm:1487?seid=1867721",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UWYMV:Mamm:1487","collector number=73",NA,NA,"Chordata",44,"skull","<i>Lynx rufus</i> (accepted ID) identified by Doug Crow on 1971-09-01; method: legacy","DWC_ARCHIVE","US","50576fe5-7883-495d-9089-b5dcf5e56098","Collector(s): Doug Crow","73","http://arctos.database.museum/guid/UWYMV:Mamm:1487",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx rufus (Schreber, 1777)",NA,"MALE",NA,"Lynx rufus",2435246,"rufus",NA,NA,2435246,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"1971-09-01","Laramie County",NA,NA,NA,1971,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"13267",13619,"http://www.vertnet.org/resources/norms.html","Wyoming","Hot Springs County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"1521","Mammalia",359,"2 miles E Meeteetsee, Wyoming, Hot Springs County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,4609,"United States",NA,NA,"f36b26ac-97d1-40f6-a9a0-484defff98e7",NA,"1971-12-01T00:00:00.000+0000",1,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,NA,NA,335,NA,"1971-12-01T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",897116722,"Lynx","Lynx",2435239,"WGS84",NA,"James M. Maley","2012-10-01 00:00:00.0","GeoLocate",NA,"GeoLocate","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Felidae;","North America, United States, Wyoming, Hot Springs County",NA,NA,NA,NA,"A",NA,NA,"legacy","Doug Crow","http://arctos.database.museum/guid/UWYMV:Mamm:1521?seid=1867654",1,NA,NA,"UWYMV",NA,NA,NA,"US",897116722,"Animalia",1,"en","2016-08-09T08:23:35.008+0000","2016-08-09T08:26:34.181+0000","2016-08-09T08:23:35.021+0000",44.15721,NA,NA,NA,NA,NA,NA,NA,NA,"2 miles E Meeteetsee","James M. Maley",NA,NA,-108.83045,NA,NA,12,NA,"ICZN","http://arctos.database.museum/guid/UWYMV:Mamm:1521?seid=1867654",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UWYMV:Mamm:1521","collector number=133 rt",NA,NA,"Chordata",44,"reproductive tract (ethanol)","<i>Lynx rufus</i> (accepted ID) identified by Doug Crow on 1971-12-01; method: legacy","DWC_ARCHIVE","US","50576fe5-7883-495d-9089-b5dcf5e56098","Collector(s): Doug Crow","133 rt","http://arctos.database.museum/guid/UWYMV:Mamm:1521",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx rufus (Schreber, 1777)",NA,"FEMALE",NA,"Lynx rufus",2435246,"rufus",NA,NA,2435246,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"1971-12-01","2 miles E Meeteetsee",NA,NA,NA,1971,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"13304",13656,"http://vertnet.org/resources/norms.html","Louisiana","Natchitoches",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"MR.15975","Mammalia",359,"unspecified, Louisiana, Natchitoches, United States, NORTH_AMERICA","MR","http://grbio.org/cool/qxfg-723q","NORTH_AMERICA",NA,49904,"United States",NA,NA,"22a66350-7947-4a49-84a3-39c7c1b0881f",NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,"NATIVE","1970-03-06T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",919436971,"Felis","Lynx",2435239,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines","located point at center of Natchitoches parish",NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Felidae | Felis","North and Central America | United States | Louisiana | Natchitoches Parish |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:MSU:MR:MR.15975",NA,NA,NA,"MSU","http://grbio.org/cool/53w1-8r3k",NA,NA,"US",919436971,"Animalia",1,"en","2015-07-31T14:03:58.124+0000","2016-08-03T12:48:06.059+0000","2015-04-09T04:32:39.109+0000",31.7665548006135,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",NA,NA,NA,-93.1331011522757,NA,"2015-04-09T00:00:00.000+0000",3,NA,"ICZN","urn:catalog:MSU:MR:MR.15975","estimated weight = 24 lbs.","present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","311e2740-f15a-11d8-b22f-b8a03c50a862","Robert E. Noble",NA,"http://portal.vertnet.org/o/msu/mr?id=mr-15975",NA,"https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Felis rufus Schreber, 1777",NA,"FEMALE",NA,"Lynx rufus",2435246,"rufus",65,NA,2435254,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"North and Central America | United States | Louisiana | Natchitoches Parish | unspecified",NA,NA,NA,1970,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
