"","X","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","created","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","higherClassification","higherGeography","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationAccordingTo","locationRemarks","lon","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"236",239,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"63453","Mammalia",359,"Lake Minchumina, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",1041,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2000-09-12T00:00:00.000+0000",4,NA,NA,NA,"sex=female ; numeric age=1 years; age class=adult",NA,NA,4,NA,"1999-01-04T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"United States",897073752,"Lynx","Lynx",2435239,"WGS84","unknown","2000-09-09 00:00:00.0","not recorded",NA,"unknown","unverified","Animalia; Chordata; Mammalia; Carnivora; Felidae;  Kerr, 1792","North America, United States, Alaska, Mt. McKinley Quad",NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/UAM:Mamm:63453?seid=1625611",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,"US",897073752,"Animalia",1,"en","2016-08-09T08:06:19.255+0000","2016-08-09T08:07:59.960+0000","2016-08-09T08:06:19.284+0000",63.88333,NA,"ADULT","Lake Minchumina","unknown",NA,-152.23333,NA,1,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:63453?seid=1625611",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:63453","AF=28108; original identifier=7042",NA,NA,"Chordata",44,"skull; kidney (frozen); spleen (frozen); liver (frozen); heart (frozen)","<i>Lynx canadensis</i> (accepted ID) identified by unknown on 2000-09-12; method: legacy","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Mark McNay; Preparator(s): Mark McNay",NA,"http://arctos.database.museum/guid/UAM:Mamm:63453",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx canadensis Kerr, 1792",NA,"FEMALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"04 Jan 1999","Lake Minchumina, Game Management Unit 20C",NA,NA,NA,1999,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","Alaska Department of Fish and Game",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",269.991269892,263.88528581,TRUE
"237",240,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"63340","Mammalia",359,"Bonnifield Creek, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",1041,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2000-09-12T00:00:00.000+0000",20,NA,NA,NA,"sex=male ; numeric age=1 years; age class=adult",NA,NA,20,NA,"1999-01-20T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"United States",897073154,"Lynx","Lynx",2435239,"WGS84","unknown","2000-09-09 00:00:00.0","not recorded",NA,"unknown","unverified","Animalia Chordata Mammalia Carnivora Felidae  Kerr, 1792","North America, United States, Alaska, Fairbanks Quad",NA,NA,NA,"A",NA,"field","Mark McNay","http://arctos.database.museum/guid/UAM:Mamm:63340?seid=805717",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,"US",897073154,"Animalia",1,"en","2016-08-09T08:06:19.183+0000","2016-08-09T08:08:00.089+0000","2016-08-09T08:06:19.328+0000",64.33333,NA,"ADULT","Bonnifield Creek","unknown",NA,-148.03333,NA,1,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:63340?seid=805717",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:63340","AF=28157; original identifier=7091",NA,NA,"Chordata",44,"skull; kidney (frozen); spleen (frozen); liver (frozen); heart (frozen)","<i>Lynx canadensis</i> (accepted ID) identified by Mark McNay on 2000-09-12; method: field<br><i>Lynx canadensis</i> identified by Dusty L. McDonald, Yoram Yom-Tov, Shlomith Yom-Tov, Elad Yom-Tov <i>sensu</i> <a href=""http://arctos.database.museum/publication/1000074"">Yom-Tov et al. 2007</a>; method: type specimen Remark: ID from citation in Yom-Tov et al. 2007.","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Mark McNay; Preparator(s): Mark McNay",NA,"http://arctos.database.museum/guid/UAM:Mamm:63340",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx canadensis Kerr, 1792",NA,"MALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"20 Jan 1999","Bonnifield Creek, Game Management Unit 20A",NA,NA,NA,1999,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","Alaska Department of Fish and Game",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",269.991269892,263.88528581,TRUE
"238",241,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"63528","Mammalia",359,"Shaw Creek, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",1041,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2000-09-12T00:00:00.000+0000",1,NA,NA,NA,"sex=male ; numeric age=1 years; age class=adult",NA,NA,1,NA,"1999-01-01T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"United States",897073425,"Lynx","Lynx",2435239,"WGS84","unknown","2000-09-09 00:00:00.0","not recorded",NA,"unknown","unverified","Animalia Chordata Mammalia Carnivora Felidae  Kerr, 1792","North America, United States, Alaska, Big Delta Quad",NA,NA,NA,"A",NA,"field","Mark McNay","http://arctos.database.museum/guid/UAM:Mamm:63528?seid=221968",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,"US",897073425,"Animalia",1,"en","2016-08-09T08:06:19.294+0000","2016-08-09T08:08:00.099+0000","2016-08-09T08:06:19.365+0000",64.25,NA,"ADULT","Shaw Creek","unknown",NA,-146.1,NA,1,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:63528?seid=221968",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:63528","AF=28024; original identifier=6965",NA,NA,"Chordata",44,"skull; kidney (frozen); spleen (frozen); liver (frozen); heart (frozen)","<i>Lynx canadensis</i> (accepted ID) identified by Mark McNay on 2000-09-12; method: field","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Mark McNay; Preparator(s): Mark McNay",NA,"http://arctos.database.museum/guid/UAM:Mamm:63528",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx canadensis Kerr, 1792",NA,"MALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"Jan 1999","Shaw Creek, Game Management Unit 20D",NA,NA,NA,1999,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","Alaska Department of Fish and Game",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",269.991269892,263.88528581,TRUE
"253",256,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"125549","Mammalia",359,"Chicken, Alaska, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",2000,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"1999-01-07T00:00:00.000+0000",7,NA,NA,NA,"sex=female",NA,NA,7,NA,"1999-01-07T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"United States",1146408925,"Lynx","Lynx",2435239,"WGS84","Erica M. Moeller","1999-01-07 00:00:00.0","not recorded",NA,"Google Earth","unverified","Animalia; Chordata; Mammalia; Carnivora; Felidae;  Kerr, 1792","North America, United States, Alaska, Eagle Quad",NA,NA,NA,"A",NA,"field","Erica M. Moeller","http://arctos.database.museum/guid/UAM:Mamm:125549?seid=2666974",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,"US",1146408925,"Animalia",1,"en","2016-08-09T08:05:49.211+0000","2016-08-09T08:06:19.168+0000","2016-08-09T08:05:49.938+0000",64.09799,NA,NA,"Chicken, Alaska","Erica M. Moeller",NA,-141.98505,NA,1,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:125549?seid=2666974","Female adult lynx.  Actual collector is undetermined.",NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:125549","original identifier=7134",NA,NA,"Chordata",44,"skull","<i>Lynx canadensis</i> (accepted ID) identified by Erica M. Moeller on 1999-01-07; method: field","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Erica M. Moeller",NA,"http://arctos.database.museum/guid/UAM:Mamm:125549",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx canadensis Kerr, 1792",NA,"FEMALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"Jan 7, 1999","Game Management Unit 12, Mile post 56 of Taylor Highway",NA,NA,NA,1999,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","Alaska Department of Fish and Game",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",269.991269892,263.88528581,TRUE
"257",260,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"63388","Mammalia",359,"Midway Lake, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",1041,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2000-09-12T00:00:00.000+0000",1,NA,NA,NA,"sex=female ; numeric age=1 years; age class=adult",NA,NA,1,NA,"1999-01-01T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"United States",897073192,"Lynx","Lynx",2435239,"WGS84","unknown","2000-09-09 00:00:00.0","not recorded",NA,"unknown","unverified","Animalia Chordata Mammalia Carnivora Felidae  Kerr, 1792","North America, United States, Alaska, Tanacross Quad",NA,NA,NA,"A",NA,"field","Mark McNay","http://arctos.database.museum/guid/UAM:Mamm:63388?seid=1270890",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,"US",897073192,"Animalia",1,"en","2016-08-09T08:06:19.160+0000","2016-08-09T08:07:59.712+0000","2016-08-09T08:06:19.246+0000",63.21667,NA,"ADULT","Midway Lake","unknown",NA,-142.28333,NA,1,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:63388?seid=1270890",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:63388","AF=28370; original identifier=7203",NA,NA,"Chordata",44,"skull; muscle (frozen); muscle (frozen)","<i>Lynx canadensis</i> (accepted ID) identified by Mark McNay on 2000-09-12; method: field","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Mark McNay; Preparator(s): Mark McNay",NA,"http://arctos.database.museum/guid/UAM:Mamm:63388",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx canadensis Kerr, 1792",NA,"FEMALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"Jan 1999","Midway Lake, Game Management Unit 12",NA,NA,NA,1999,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","Alaska Department of Fish and Game",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",269.991269892,263.88528581,TRUE
"262",265,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"60920","Mammalia",359,"north Swanson River, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",16093.44,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,NA,21,NA,NA,NA,"sex=male",NA,NA,21,NA,"1999-01-21T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"United States",897070682,"Lynx","Lynx",2435239,"WGS84","Kyndall Hildebrandt","2002-03-12 00:00:00.0","not recorded",NA,"Geographic Names Information System (USGS website)","unverified","Animalia; Chordata; Mammalia; Carnivora; Felidae;  Kerr, 1792","North America, United States, Alaska, Kenai Quad, Kenai National Wildlife Refuge",NA,NA,NA,"A",NA,"field","unknown","http://arctos.database.museum/guid/UAM:Mamm:60920?seid=433816",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,"US",897070682,"Animalia",1,"en","2016-08-09T08:06:17.754+0000","2016-08-09T08:07:54.574+0000","2016-08-09T08:06:17.981+0000",60.7997180154722,NA,NA,"north Swanson River","Kyndall Hildebrandt",NA,-151.025196779968,NA,1,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:60920?seid=433816",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:60920","AF=56971; original identifier=99-05",NA,NA,"Chordata",44,"skull; kidney (frozen); muscle (frozen); liver (frozen); heart (frozen)","<i>Lynx canadensis</i> (accepted ID) identified by unknown; method: field","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Kenai National Wildlife Refuge; Preparator(s): Eric D. Schiff, Kristian R. Larson, Yumiko Uchiro, Brandy K. Jacobsen, Patrick W. Cotter, Kyndall Hildebrandt",NA,"http://arctos.database.museum/guid/UAM:Mamm:60920",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx canadensis Kerr, 1792",NA,"MALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"21 Jan 1999","north Swanson River",NA,NA,NA,1999,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","Alaska Department of Fish and Game",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",269.991269892,263.88528581,TRUE
"265",268,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"63522","Mammalia",359,"Ladue River, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",40000,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2000-09-12T00:00:00.000+0000",1,NA,NA,NA,"age class: juvenile; sex: male",NA,NA,1,NA,"1999-01-01T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"United States",897073272,"Lynx","Lynx",2435239,"WGS84","Gordon H. Jarrell","2005-05-04 00:00:00.0","not recorded",NA,"USGS Map","unverified","Animalia Chordata Mammalia Carnivora Felidae  Kerr, 1792","North America, United States, Alaska, Tanacross Quad",NA,NA,NA,"A",NA,"field","Mark McNay","http://arctos.database.museum/guid/UAM:Mamm:63522?seid=161819",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,"US",897073272,"Animalia",1,"en","2016-08-09T08:06:19.300+0000","2016-08-09T08:08:00.124+0000","2016-08-09T08:06:19.377+0000",63.3375,NA,"JUVENILE","Ladue River","Gordon H. Jarrell",NA,-141.7636,NA,1,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:63522?seid=161819",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:63522","AF=28482; original identifier=7315",NA,NA,"Chordata",44,"skull; muscle (frozen); muscle (frozen)",NA,"DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Mark McNay; Preparator(s): Mark McNay",NA,"http://arctos.database.museum/guid/UAM:Mamm:63522",NA,NA,NA,NA,"Lynx canadensis Kerr, 1792",NA,"MALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"Jan 1999","Ladue River",NA,NA,NA,1999,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","Alaska Department of Fish and Game",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",269.991269892,263.88528581,TRUE
"274",277,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"63565","Mammalia",359,"Cleary Summit, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",1041,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2000-09-12T00:00:00.000+0000",1,NA,NA,NA,"sex=female ; age class=adult",NA,NA,1,NA,"1999-01-01T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"United States",897073214,"Lynx","Lynx",2435239,"WGS84","unknown","2000-09-09 00:00:00.0","not recorded",NA,"unknown","unverified","Animalia Chordata Mammalia Carnivora Felidae  Kerr, 1792","North America, United States, Alaska, Livengood Quad",NA,NA,NA,"A",NA,"field","Mark McNay","http://arctos.database.museum/guid/UAM:Mamm:63565?seid=918683",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,"US",897073214,"Animalia",1,"en","2016-08-09T08:06:19.317+0000","2016-08-09T08:08:00.229+0000","2016-08-09T08:06:19.398+0000",65.03333,NA,"ADULT","Cleary Summit","unknown",NA,-147.43333,NA,1,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:63565?seid=918683",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:63565","AF=28016; original identifier=6952",NA,NA,"Chordata",44,"skull; kidney (frozen); spleen (frozen); dentary; liver (frozen); heart (frozen)","<i>Lynx canadensis</i> (accepted ID) identified by Mark McNay on 2000-09-12; method: field","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Mark McNay; Preparator(s): Mark McNay",NA,"http://arctos.database.museum/guid/UAM:Mamm:63565",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx canadensis Kerr, 1792",NA,"FEMALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"Jan 1999","Cleary Summit, Game Management Unit 20B",NA,NA,NA,1999,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","Alaska Department of Fish and Game",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",269.991269892,263.88528581,TRUE
"355",358,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"63328","Mammalia",359,"Standard Creek, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",1041,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2000-09-12T00:00:00.000+0000",1,NA,NA,NA,"sex=female ; numeric age=1 years; age class=adult",NA,NA,1,NA,"1999-01-01T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"United States",897072843,"Lynx","Lynx",2435239,"WGS84","unknown","2000-09-09 00:00:00.0","not recorded",NA,"unknown","unverified","Animalia Chordata Mammalia Carnivora Felidae  Kerr, 1792","North America, United States, Alaska, Fairbanks Quad",NA,NA,NA,"A",NA,"field","Mark McNay","http://arctos.database.museum/guid/UAM:Mamm:63328?seid=197015",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,"US",897072843,"Animalia",1,"en","2016-08-09T08:06:19.136+0000","2016-08-09T08:07:59.732+0000","2016-08-09T08:06:19.233+0000",64.78333,NA,"ADULT","Standard Creek","unknown",NA,-148.53333,NA,1,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:63328?seid=197015",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:63328","AF=28078; original identifier=7019",NA,NA,"Chordata",44,"skull; kidney (frozen); spleen (frozen); liver (frozen); heart (frozen)","<i>Lynx canadensis</i> (accepted ID) identified by Mark McNay on 2000-09-12; method: field<br><i>Lynx canadensis</i> identified by Dusty L. McDonald, Yoram Yom-Tov, Shlomith Yom-Tov, Elad Yom-Tov <i>sensu</i> <a href=""http://arctos.database.museum/publication/1000074"">Yom-Tov et al. 2007</a>; method: type specimen Remark: ID from citation in Yom-Tov et al. 2007.","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Mark McNay; Preparator(s): Mark McNay",NA,"http://arctos.database.museum/guid/UAM:Mamm:63328",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx canadensis Kerr, 1792",NA,"FEMALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"Jan 1999","Standard Creek, Game Management Unit 20B",NA,NA,NA,1999,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","Alaska Department of Fish and Game",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",269.991269892,263.88528581,TRUE
"387",390,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"63506","Mammalia",359,"Moon Lake, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",1041,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2000-09-12T00:00:00.000+0000",3,NA,NA,NA,"sex=male",NA,NA,34,NA,"1999-02-03T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,"United States",897074040,"Lynx","Lynx",2435239,"WGS84","unknown","2000-09-09 00:00:00.0","not recorded",NA,"unknown","unverified","Animalia Chordata Mammalia Carnivora Felidae  Kerr, 1792","North America, United States, Alaska, Tanacross Quad",NA,NA,NA,"A",NA,"field","Mark McNay","http://arctos.database.museum/guid/UAM:Mamm:63506?seid=999449",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,"US",897074040,"Animalia",1,"en","2016-08-09T08:06:19.297+0000","2016-08-09T08:08:00.269+0000","2016-08-09T08:06:19.397+0000",63.38333,NA,NA,"Moon Lake","unknown",NA,-143.38333,NA,2,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:63506?seid=999449",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:63506","AF=28494; original identifier=7327",NA,NA,"Chordata",44,"skull; muscle (frozen); muscle (frozen)","<i>Lynx canadensis</i> (accepted ID) identified by Mark McNay on 2000-09-12; method: field","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Mark McNay; Preparator(s): Mark McNay",NA,"http://arctos.database.museum/guid/UAM:Mamm:63506",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx canadensis Kerr, 1792",NA,"MALE",NA,"Lynx canadensis",2435263,"canadensis",NA,NA,2435263,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"03 Feb 1999","Moon Lake, Game Management Unit 12",NA,NA,NA,1999,"2016-08-10",12518,"Lynx canadensis",1,1,1,"Maine Department of Inland Fisheries and Wildlife",2016,"Maine Department of Inland Fisheries and Wildlife","Alaska Department of Fish and Game",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",269.991269892,263.88528581,TRUE
